x,y
10.3071579839303,35.8147204738736
13.2980530267503,31.7655744489136
16.7146136347282,31.246915512054
24.8345536431567,4.48366307164975
22.8291056546719,10.140119655481
16.2365744117084,32.7744967690567
22.4493446357774,4.41553704973275
10.9170293171285,35.0016610151618
15.8641119051653,25.7039488252589
14.1205675989014,37.4907855813112
15.3946058683076,26.485802936106
13.1704429171601,37.9282919234064
20.3229152940409,11.7312014142154
21.2984471705766,7.67625108581251
10.9000780242109,43.2437829957451
11.337004235081,35.9965496057245
15.2726148672729,35.8546372842817
14.675364095961,27.7360573015679
20.0883877500457,23.7772826876906
6.90962039594197,45.1449933005499
18.4989571243461,23.4933009853497
7.31922449835203,49.7359191105445
13.4168567205521,27.0260071254613
6.25644033393409,47.0122285610105
14.0706846661604,29.075990718507
21.8106283565811,8.17203208268114
10.5490938667726,39.4980156774375
6.33830477564132,50.0000005991974
17.2480318157694,27.6680446496845
8.87995287311762,52.4937430466542
9.64334258049842,39.5053577191742
12.4885910206674,35.4209422027121
14.3843814334843,29.0457147479055
7.45504408735599,43.7194368769446
10.5919012051174,36.1219114114414
21.6926809232549,16.6063944771568
11.8990394182697,44.1183396395685
7.66815572761403,52.5890974463399
13.9167901966036,35.5850093611694
12.2446884900988,35.6437647521551
13.7132684631441,37.5512107104517
24.5072167312777,-1.03197997164414
17.9793477777588,28.1022043591994
18.453997923301,26.5613346952101
15.3686511512189,31.8856102325576
24.5264508550744,10.4373244884243
19.4581351861098,21.1844923696536
13.0150424596888,40.8294217808018
20.0339656775248,23.8067463110189
13.6356539916039,25.5227164513584
7.04145301290963,55.2174764826205
9.83374051492342,47.9785866080214
6.19843010830124,46.4486523761353
16.3794290721523,20.6625084547615
8.21758427708891,52.2346186602367
8.05604798094909,47.4736349207223
9.9089942266677,40.3486605349226
8.51318355965068,49.1987263669341
10.3816229187683,46.2552039016511
5.34669490932265,61.2201908322186
9.78385538475661,41.3650052702375
19.6160512612116,12.3841217578211
5.22123173221275,56.1506819282784
17.3116891908244,20.0968223727266
21.4237303916575,6.4992540157617
20.1420712661264,16.3746889125978
24.8479380220792,2.04245978495843
16.9077197293975,19.4860274183115
23.4461569409516,5.25612638623394
20.1024518323778,21.6485409717509
7.07343961945029,46.8464041643939
13.7735103015278,29.7921181608762
24.9426911050828,0.572222000653362
16.0561253031922,28.0662090804362
12.8426620958828,41.3455218204256
16.1131408525932,21.1945751304904
16.5828361273509,26.8872859338466
9.59650030738008,50.1729675568304
21.5993939952325,6.24947110642561
13.2600770431565,37.7702569112982
15.6046236687865,33.0816502593307
16.9792555313727,28.5671690792726
21.02011344434,21.7333963748478
23.5041086495015,10.7302039063003
14.6733973801327,37.7216075310063
6.04771218715709,52.3610194404891
17.9690500933289,22.6190450957993
22.817563598242,14.1857115958368
13.9022739893444,34.7078046478057
11.0639985271975,36.5476534160896
14.1152958069126,27.9525729971215
14.8333779740418,25.4078143377699
16.3078906382198,23.4424376710769
21.6939228419774,5.72658021774878
21.4010475723445,7.61379128979314
7.76149050831546,49.430014372082
9.68784925247722,42.2389865012611
18.9967107930285,13.7244774008346
15.1440653808889,30.4895732253967
18.751697317717,23.9745163127519
